Pollster,Start Date,End Date,Release Date/Time (ET),Number of Observations,Population,Mode,Favorable,Unfavorable,Undecided,Pollster URL,Source URL,Source URL
FOX,2009-11-17,2009-11-18,2009-11-19 14:28:27,900,Registered Voters,Phone,54,42,4,http://elections.huffingtonpost.com/pollster/polls/fox-6574,http://www.pollster.com/blogs/us_national_survey_fox_111718.php,http://www.pollster.com/blogs/us_national_survey_fox_111718.php
Democracy Corps (D),2009-11-12,2009-11-16,2009-11-24 11:42:55,1200,Likely Voters,Phone,50,36,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-6603,http://www.democracycorps.com/wp-content/files/dcor111609fq12.web2_.pdf,http://www.democracycorps.com/wp-content/files/dcor111609fq12.web2_.pdf
Quinnipiac,2009-11-09,2009-11-16,2009-11-19 06:40:24,2518,Registered Voters,Phone,50,38,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-6566,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1398,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1398
ABC/Post,2009-11-12,2009-11-15,2009-11-17 07:02:36,1001,Adults,Phone,61,38,1,http://elections.huffingtonpost.com/pollster/polls/abc-post-6552,http://www.pollster.com/blogs/us_national_survey_abcpost_111.php,http://www.pollster.com/blogs/us_national_survey_abcpost_111.php
NBC/WSJ,2009-10-22,2009-10-25,2009-10-27 19:41:17,1009,Adults,Phone,56,33,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-6415,http://www.pollster.com/blogs/us_national_survey_nbcwsj_1022.php,http://www.pollster.com/blogs/us_national_survey_nbcwsj_1022.php
USA Today/Gallup,2009-10-16,2009-10-19,2009-10-23 12:54:44,1521,Adults,Phone,55,42,,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-6382,http://www.usatoday.com/news/washington/2009-10-22-michelle-obama-poll_N.htm,http://www.usatoday.com/news/washington/2009-10-22-michelle-obama-poll_N.htm
CNN,2009-10-16,2009-10-18,2009-10-20 10:09:16,1038,Adults,Phone,60,39,1,http://elections.huffingtonpost.com/pollster/polls/cnn-6343,http://www.pollster.com/blogs/us_national_survey_cnn_101618.php,http://www.pollster.com/blogs/us_national_survey_cnn_101618.php
FOX,2009-10-13,2009-10-14,2009-10-15 14:27:18,900,Registered Voters,Phone,55,41,4,http://elections.huffingtonpost.com/pollster/polls/fox-6315,http://www.foxnews.com/projects/pdf/101509_poll1.pdf,http://www.foxnews.com/projects/pdf/101509_poll1.pdf
Quinnipiac,2009-09-29,2009-10-05,2009-10-07 05:26:37,2630,Registered Voters,Phone,53,37,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-6240,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1381,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1381
Gallup,2009-10-01,2009-10-04,2009-10-15 06:39:02,1013,Adults,Phone,56,40,4,http://elections.huffingtonpost.com/pollster/polls/gallup-6304,http://www.gallup.com/poll/123665/Hillary-Clinton-More-Popular-Barack-Obama.aspx,http://www.gallup.com/poll/123665/Hillary-Clinton-More-Popular-Barack-Obama.aspx
NBC/WSJ,2009-09-17,2009-09-20,2009-09-22 14:25:55,1005,Adults,Phone,56,33,0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-6135,http://www.pollster.com/blogs/us_national_survey_nbcwsj_9172.php,http://www.pollster.com/blogs/us_national_survey_nbcwsj_9172.php
Democracy Corps (D),2009-09-12,2009-09-16,2009-09-18 07:56:19,1200,Likely Voters,Phone,53,34,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-6114,http://www.democracycorps.com/strategy/2009/09/health-care-speech-brings-small-rebound-for-democrats-and-serious-problems-for-republicans/,http://www.democracycorps.com/strategy/2009/09/health-care-speech-brings-small-rebound-for-democrats-and-serious-problems-for-republicans/
Bloomberg,2009-09-10,2009-09-14,2009-09-16 06:37:06,1004,Adults,Phone,61,36,3,http://elections.huffingtonpost.com/pollster/polls/bloomberg-6082,http://www.bloomberg.com/apps/news?pid=20601070&sid=a1aj4z4GhbH8,http://www.bloomberg.com/apps/news?pid=20601070&sid=a1aj4z4GhbH8
ABC/Post,2009-09-10,2009-09-12,2009-09-14 05:12:58,1007,Adults,Phone,63,35,2,http://elections.huffingtonpost.com/pollster/polls/abc-post-6060,http://www.pollster.com/blogs/us_health_care_abcpost_91012.php,http://www.pollster.com/blogs/us_health_care_abcpost_91012.php
OnMessage (R-RNC),2009-09-10,2009-09-10,2009-09-11 12:53:02,1200,Likely Voters,Phone,53,42,,http://elections.huffingtonpost.com/pollster/polls/onmessage-r-rnc-6051,http://www.pollster.com/blogs/us_national_survey_onmessage_8.php,http://www.pollster.com/blogs/us_national_survey_onmessage_8.php
Democracy Corps (D),2009-08-30,2009-09-01,2009-09-04 09:03:44,1000,Likely Voters,Phone,53,35,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-5974,http://www.pollster.com/blogs/us_national_survey_demcorps_83.php,http://www.pollster.com/blogs/us_national_survey_demcorps_83.php
YouGov/Economist,2009-08-30,2009-09-01,2009-09-04 07:01:06,1000,Adults,Internet,51,42,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-5973,http://www.economist.com/blogs/democracyinamerica/2009/09/this_weeks_economistyougov_pol_13.cfm,http://www.economist.com/blogs/democracyinamerica/2009/09/this_weeks_economistyougov_pol_13.cfm
Zogby (Internet),2009-08-24,2009-08-31,2009-09-01 05:18:30,4518,Likely Voters,Internet,50,48,,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-5929,http://www.zogby.com/news/ReadNews.cfm?ID=1737,http://www.zogby.com/news/ReadNews.cfm?ID=1737
YouGov/Economist,2009-08-23,2009-08-25,2009-08-27 12:23:01,1000,Adults,Internet,49,45,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-5915,http://www.economist.com/blogs/democracyinamerica/2009/08/this_weeks_economistyougov_pol_12.cfm,http://www.economist.com/blogs/democracyinamerica/2009/08/this_weeks_economistyougov_pol_12.cfm
YouGov/Economist,2009-08-16,2009-08-18,2009-08-20 11:05:28,1000,Adults,Internet,52,44,4,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-5882,http://www.economist.com/blogs/democracyinamerica/2009/08/this_weeks_economistyougov_pol_11.cfm,http://www.economist.com/blogs/democracyinamerica/2009/08/this_weeks_economistyougov_pol_11.cfm
YouGov/Economist,2009-08-09,2009-08-11,2009-08-13 11:10:01,1000,Adults,Internet,53,41,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-5831,http://www.economist.com/blogs/democracyinamerica/2009/08/this_weeks_economistyougov_pol_10.cfm,http://www.economist.com/blogs/democracyinamerica/2009/08/this_weeks_economistyougov_pol_10.cfm
Zogby (Phone),2009-07-31,2009-08-04,2009-08-05 13:52:36,1005,Likely Voters,Phone,62,37,,http://elections.huffingtonpost.com/pollster/polls/zogby-phone-5788,http://www.zogby.com/news/ReadNews.cfm?ID=1728,http://www.zogby.com/news/ReadNews.cfm?ID=1728
CNN,2009-07-31,2009-08-03,2009-08-06 05:29:11,1136,Adults,Phone,64,34,2,http://elections.huffingtonpost.com/pollster/polls/cnn-5789,http://politicalticker.blogs.cnn.com/2009/08/06/cnn-poll-obama-approval-drops-10-points-over-last-100-days/,http://politicalticker.blogs.cnn.com/2009/08/06/cnn-poll-obama-approval-drops-10-points-over-last-100-days/
CBS/Times,2009-07-24,2009-07-28,2009-07-29 16:40:42,1050,Adults,Phone,50,23,16,http://elections.huffingtonpost.com/pollster/polls/cbs-times-5743,http://www.pollster.com/blogs/us_national_survey_cbstimes_72.php,http://www.pollster.com/blogs/us_national_survey_cbstimes_72.php
NBC/WSJ,2009-07-24,2009-07-27,2009-07-29 16:45:02,1011,Adults,Phone,55,34,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-5744,http://www.pollster.com/blogs/us_national_survey_nbcwsj_7242.php,http://www.pollster.com/blogs/us_national_survey_nbcwsj_7242.php
Democracy Corps (D),2009-07-22,2009-07-26,2009-08-05 11:56:20,1000,Likely Voters,Phone,56,33,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-5786,http://www.democracycorps.com/strategy/2009/08/national-survey-10/,http://www.democracycorps.com/strategy/2009/08/national-survey-10/
GWU (Lake/Tarrance),2009-07-19,2009-07-23,2009-07-29 07:35:58,1000,Likely Voters,Phone,61,36,3,http://elections.huffingtonpost.com/pollster/polls/gwu-lake-tarrance-5735,http://www.tarrance.com/BG-37-questionnaire.pdf,http://www.tarrance.com/BG-37-questionnaire.pdf
FOX,2009-07-21,2009-07-22,2009-07-23 18:04:26,900,Registered Voters,Phone,62,33,5,http://elections.huffingtonpost.com/pollster/polls/fox-5703,http://www.foxnews.com/projects/pdf/072309_poll.pdf,http://www.foxnews.com/projects/pdf/072309_poll.pdf
Diageo/Hotline,2009-07-09,2009-07-13,2009-07-15 11:10:00,800,Registered Voters,Phone,58,37,5,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-5612,http://www.diageohotlinepoll.com/documents/diageohotlinepoll/FDDiageoHotlinePollJulyRelease_071509.pdf,http://www.diageohotlinepoll.com/documents/diageohotlinepoll/FDDiageoHotlinePollJulyRelease_071509.pdf
USA Today/Gallup,2009-07-10,2009-07-12,2009-07-24 07:24:30,1018,Adults,Phone,66,33,,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-5708,http://www.gallup.com/poll/121850/Biden-Favorability-Trails-Obama-Recent-VPs.aspx,http://www.gallup.com/poll/121850/Biden-Favorability-Trails-Obama-Recent-VPs.aspx
Quinnipiac,2009-06-23,2009-06-29,2009-07-02 06:25:26,3063,Registered Voters,Phone,58,30,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-5546,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1345,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1345
Democracy Corps (D),2009-06-19,2009-06-22,2009-06-25 12:35:00,1000,Likely Voters,Phone,58,30,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-5476,http://www.democracycorps.com/strategy/2009/06/creating-a-sustainable-majority-for-health-care-reform/,http://www.democracycorps.com/strategy/2009/06/creating-a-sustainable-majority-for-health-care-reform/
NBC/WSJ,2009-06-12,2009-06-15,2009-06-18 11:57:14,1008,Adults,Phone,60,29,0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-5412,http://www.pollster.com/blogs/us_national_survey_nbcwsj_6121.php,http://www.pollster.com/blogs/us_national_survey_nbcwsj_6121.php
Pew,2009-06-10,2009-06-14,2009-06-18 11:36:39,1502,Adults,Phone,72,25,3,http://elections.huffingtonpost.com/pollster/polls/pew-5411,http://people-press.org/report/522/,http://people-press.org/report/522/
FOX,2009-06-09,2009-06-10,2009-06-11 12:19:10,900,Registered Voters,Phone,64,30,6,http://elections.huffingtonpost.com/pollster/polls/fox-5382,"http://www.foxnews.com/projects/pdf/061109_Obama,_econ,_GM_web.pdf","http://www.foxnews.com/projects/pdf/061109_Obama,_econ,_GM_web.pdf"
Diageo/Hotline,2009-06-04,2009-06-07,2009-06-10 12:27:45,800,Registered Voters,Phone,67,29,4,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-5371,http://www.diageohotlinepoll.com/documents/diageohotlinepoll/FDDiageoHotlineJuneToplineFORRELEASE061009.pdf,http://www.diageohotlinepoll.com/documents/diageohotlinepoll/FDDiageoHotlineJuneToplineFORRELEASE061009.pdf
Democracy Corps (D),2009-05-28,2009-06-01,2009-06-04 09:24:26,1013,Likely Voters,Phone,58,29,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-5340,http://www.democracycorps.com/wp-content/files/dcor060109fq7-web.pdf,http://www.democracycorps.com/wp-content/files/dcor060109fq7-web.pdf
USA Today/Gallup,2009-05-29,2009-05-31,2009-06-02 07:10:51,1015,Adults,Phone,67,32,1,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-5326,http://www.pollster.com/blogs/us_national_survey_usatoday529.php,http://www.pollster.com/blogs/us_national_survey_usatoday529.php
Democracy Corps (D),2009-05-10,2009-05-12,2009-05-19 09:20:38,1000,Likely Voters,Phone,60,28,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-5261,http://www.gqrr.com/index.php?ID=2353,http://www.gqrr.com/index.php?ID=2353
Quinnipiac,2009-04-21,2009-04-27,2009-04-29 08:04:15,2041,Registered Voters,Phone,58,27,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-5139,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1291&What=&strArea=;&strTime=120,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1291&What=&strArea=;&strTime=120
NBC/WSJ,2009-04-23,2009-04-26,2009-04-28 20:17:15,1005,Adults,Phone,64,23,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-5135,http://online.wsj.com/public/resources/documents/WSJ_NewsPoll_042809.pdf,http://online.wsj.com/public/resources/documents/WSJ_NewsPoll_042809.pdf
Diageo/Hotline,2009-04-23,2009-04-26,2009-04-29 09:50:55,800,Registered Voters,Phone,64,31,3,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-5142,http://www.pollster.com/blogs/us_national_survey_hotline4232.php,http://www.pollster.com/blogs/us_national_survey_hotline4232.php
CNN,2009-04-23,2009-04-26,2009-04-27 13:11:39,1023,Adults,Phone,69,29,2,http://elections.huffingtonpost.com/pollster/polls/cnn-5123,http://www.pollster.com/CNN090426.pdf,http://www.pollster.com/CNN090426.pdf
CBS/Times,2009-04-22,2009-04-26,2009-04-27 18:10:52,973,Adults,Phone,54,18,15,http://elections.huffingtonpost.com/pollster/polls/cbs-times-5124,http://documents.nytimes.com/new-york-times-cbs-news-poll-obama-s-100th-day-in-office,http://documents.nytimes.com/new-york-times-cbs-news-poll-obama-s-100th-day-in-office
Democracy Corps (D),2009-04-22,2009-04-26,2009-04-29 09:12:10,1000,Likely Voters,Phone,61,26,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-5141,http://www.democracycorps.com/strategy/2009/04/as-specter-leaves-the-gop-new-surveys-show-republicans-in-disarray/,http://www.democracycorps.com/strategy/2009/04/as-specter-leaves-the-gop-new-surveys-show-republicans-in-disarray/
ABC/Post,2009-04-21,2009-04-24,2009-04-26 22:43:13,1072,Adults,Phone,72,26,2,http://elections.huffingtonpost.com/pollster/polls/abc-post-5116,http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_042609.html,http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_042609.html
FOX,2009-04-22,2009-04-23,2009-04-24 19:13:29,900,Registered Voters,Phone,68,27,5,http://elections.huffingtonpost.com/pollster/polls/fox-5111,http://www.foxnews.com/projects/pdf/042409_poll.pdf,http://www.foxnews.com/projects/pdf/042409_poll.pdf
Pew,2009-04-14,2009-04-21,2009-04-23 08:24:56,1507,Adults,Phone,73,24,3,http://elections.huffingtonpost.com/pollster/polls/pew-5101,http://people-press.org/report/509/obama-at-100-days,http://people-press.org/report/509/obama-at-100-days
Resurgent Republic (R),2009-04-13,2009-04-16,2009-04-29 08:31:48,1000,Registered Voters,Phone,61,32,7,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-5140,http://www.resurgentrepublic.com/system/assets/7/original/RR_April_09_Toplines.pdf,http://www.resurgentrepublic.com/system/assets/7/original/RR_April_09_Toplines.pdf
FOX,2009-03-31,2009-04-01,2009-04-02 10:17:06,900,Registered Voters,Phone,62,32,6,http://elections.huffingtonpost.com/pollster/polls/fox-5018,http://www.foxnews.com/projects/pdf/040209_FNCPoll.pdf,http://www.foxnews.com/projects/pdf/040209_FNCPoll.pdf
Quinnipiac,2009-03-24,2009-03-30,2009-04-01 07:23:12,2326,Registered Voters,Phone,59,26,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-5012,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1282,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1282
USA Today/Gallup,2009-03-27,2009-03-29,2009-03-31 08:09:34,1007,Adults,Phone,69,28,3,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-5003,http://content.usatoday.com/communities/theoval/post/2009/03/64841747/1,http://content.usatoday.com/communities/theoval/post/2009/03/64841747/1
Diageo/Hotline,2009-03-26,2009-03-29,2009-03-31 09:33:03,800,Registered Voters,Phone,64,30,1,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-5007,http://www.pollster.com/blogs/us_national_survey_hotline3262.php,http://www.pollster.com/blogs/us_national_survey_hotline3262.php
Democracy Corps (D),2009-03-25,2009-03-29,2009-03-31 09:56:19,1000,Likely Voters,Phone,61,27,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-5008,http://www.democracycorps.com/wp-content/files/dc10032909fq4.pdf,http://www.democracycorps.com/wp-content/files/dc10032909fq4.pdf
Democracy Corps (D),2009-03-04,2009-03-08,2009-03-11 11:19:56,1000,Likely Voters,Phone,59,27,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-4904,http://www.democracycorps.com/strategy/2009/03/rush-limbaugh-weighs-down-heavily-on-republicans/?section=Survey,http://www.democracycorps.com/strategy/2009/03/rush-limbaugh-weighs-down-heavily-on-republicans/?section=Survey
Newsweek,2009-03-04,2009-03-05,2009-03-06 11:32:49,1203,Adults,Phone,72,22,6,http://elections.huffingtonpost.com/pollster/polls/newsweek-4864,http://www.newsweek.com/id/188005,http://www.newsweek.com/id/188005
Diageo/Hotline,2009-02-28,2009-03-02,2009-03-05 09:54:02,803,Registered Voters,Phone,68,27,1,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-4858,http://www.pollster.com/blogs/us_national_survey_hotline2283.php,http://www.pollster.com/blogs/us_national_survey_hotline2283.php
NBC/WSJ,2009-02-26,2009-03-01,2009-03-03 19:23:33,1007,Adults,Phone,68,19,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-4842,http://msnbcmedia.msn.com/i/MSNBC/Sections/090303_NBC-WSJ_poll.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/090303_NBC-WSJ_poll.pdf
FOX,2009-02-17,2009-02-18,2009-02-19 11:09:53,900,Registered Voters,Phone,68,25,7,http://elections.huffingtonpost.com/pollster/polls/fox-4799,http://www.foxnews.com/projects/pdf/021909_FNCPoll.pdf,http://www.foxnews.com/projects/pdf/021909_FNCPoll.pdf
Democracy Corps (D),2009-02-09,2009-02-10,2009-02-13 13:29:06,1000,Likely Voters,Phone,60,23,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-4766,http://www.democracycorps.com/wp-content/files/dc10021009fq2web.pdf,http://www.democracycorps.com/wp-content/files/dc10021009fq2web.pdf
Democracy Corps (D),2009-01-26,2009-01-29,2009-01-30 10:50:57,1000,Likely Voters,Phone,62,20,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-4567,http://www.democracycorps.com/wp-content/files/dc10012909fq1sperling.pdf,http://www.democracycorps.com/wp-content/files/dc10012909fq1sperling.pdf
Diageo/Hotline,2009-01-21,2009-01-24,2009-01-27 11:14:31,800,Registered Voters,Phone,76,15,5,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-4549,http://www.pollster.com/blogs/us_obama_stimulus_hotline12124.php,http://www.pollster.com/blogs/us_obama_stimulus_hotline12124.php
ABC/Post,2009-01-13,2009-01-16,2009-01-19 08:45:45,1079,Adults,Phone,79,18,3,http://elections.huffingtonpost.com/pollster/polls/abc-post-4481,http://www.washingtonpost.com/wp-srv/politics/documents/postpoll011709.html,http://www.washingtonpost.com/wp-srv/politics/documents/postpoll011709.html
CNN,2009-01-12,2009-01-15,2009-01-20 16:36:00,1245,Adults,Phone,78,17,4,http://elections.huffingtonpost.com/pollster/polls/cnn-4485,http://www.cnn.com/2009/POLITICS/01/18/poll.obama.rating/index.html?iref=newssearch,http://www.cnn.com/2009/POLITICS/01/18/poll.obama.rating/index.html?iref=newssearch
CBS/Times,2009-01-11,2009-01-15,2009-01-17 15:42:25,1112,Adults,Phone,60,9,22,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4480,http://graphics8.nytimes.com/packages/pdf/politics/20090118_poll_results.pdf,http://graphics8.nytimes.com/packages/pdf/politics/20090118_poll_results.pdf
FOX,2009-01-13,2009-01-14,2009-01-15 12:40:38,900,Registered Voters,Phone,76,15,9,http://elections.huffingtonpost.com/pollster/polls/fox-4454,http://www.foxnews.com/projects/pdf/011509_poll.pdf,http://www.foxnews.com/projects/pdf/011509_poll.pdf
NBC/WSJ,2009-01-09,2009-01-12,2009-01-14 20:13:29,1007,Adults,Phone,66,14,3,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-4435,http://msnbcmedia.msn.com/i/msnbc/sections/news/090114_NBC-WSJ_FullPoll.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/090114_NBC-WSJ_FullPoll.pdf
